name,mass,radius,habital_zone_distance
CoRoT-19 b,352.91,14.45,-2.46
BD+15 2940 b,352.91,10.45,-2.27
HD 7449 b,352.91,10.45,0.71
WASP-19 b,354.19,15.62,-2.41
WTS-2 b,356.09,14.56,-2.33
WASP-4 b,356.57,15.62,-2.4
WASP-95 b,359.27,13.55,-2.4
HD 159243 b,359.27,10.48,-2.33
HD 189733 b,361.82,12.75,-2.29
WASP-47 b,362.45,12.88,-2.34
HD 73534 b,365.63,10.51,0.5
WASP-78 b,368.81,19.6,-2.48
HD 48265 b,368.81,10.53,-0.98
HD 100777 b,368.81,10.53,-0.7
HD 28254 b,368.81,10.53,-0.22
HAT-P-37 b,371.67,13.19,-2.35
OGLE-TR-132 b,371.99,13.78,-2.48
HD 95089 b,381.53,10.58,-1.65
HD 147513 b,384.71,10.6,0.13
HD 121504 b,387.89,10.61,-1.99
HD 210277 b,391.07,10.62,-0.49
WASP-82 b,394.25,18.7,-2.52
OGLE-TR-113 b,394.25,12.43,-2.28
HD 114386 b,394.25,10.64,0.97
HD 142 b,397.43,10.65,-0.4
TrES-2b,398.38,13.09,-2.42
HD 188015 b,400.6,10.66,-0.2
HD 216435 b,400.6,10.66,0.05
HD 65216 b,400.6,10.66,0.51
HIP 14810 c,406.96,10.69,-1.3
HD 30562 b,410.14,10.7,-0.3
OGLE-TR-56 b,413.32,13.44,-2.43
HD 33142 b,413.32,10.71,-1.81
HD 82886 b,413.32,10.71,-1.62
CoRoT-13 b,415.87,9.91,-2.4
WASP-97 b,419.68,12.66,-2.4
HATS-4 b,420.63,11.42,-2.35
HD 217107 b,422.86,10.74,-2.33
HAT-P-8 b,426.04,16.8,-2.47
HD 79498 b,426.04,10.76,2.39
HATS-2 b,427.63,13.08,-2.36
HD 27442 b,429.22,10.77,-1.91
HD 149143 b,432.4,10.78,-2.41
HD 108874 b,432.4,10.78,-0.58
HD 205739 b,435.58,10.79,-1.33
HD 5608 b,445.12,10.82,-1.51
HD 99706 b,445.12,10.82,-1.45
WASP-12 b,446.39,19.44,-2.51
KELT-3 b,450.84,14.93,-2.49
WASP-50 b,456.88,12.75,-2.36
HIP 5158 b,457.83,10.86,1.2
HD 220773 b,461.01,10.87,2.99
BD14 4559 b,467.37,10.89,0.26
KELT-2A b,472.46,14.63,-2.47
WASP-103 b,473.73,17.11,-2.49
HD 177830 b,473.73,10.91,-1.39
HD 132563B b,473.73,10.91,2.62
HD 86081 b,476.91,10.92,-2.45
omi CrB b,476.91,10.92,-2.15
HD 152581 b,476.91,10.92,-1.71
HD 23127 b,476.91,10.92,0.36
HD 86226 b,476.91,10.92,1.7
SAND364 b,489.63,10.95,-2.24
WASP-72 b,491.57,14.22,-2.5
WASP-65 b,492.81,12.45,-2.4
HD 4113 b,495.99,10.97,-0.97
HD 12661 c,499.17,10.98,2.06
HD 134987 b,505.52,10.99,-1.2
HD 2952 b,508.7,11,-2.12
HD 167042 b,508.7,11,-1.67
HD 180902 b,508.7,11,-1.59
kappa CrB b,508.7,11,-1.14
HAT-P-44 c,508.7,11,-0.84
HD 129445 b,508.7,11,1.99
HD 142415 b,515.06,11.02,-0.64
WASP-5 b,520.47,13.12,-2.42
mu Ara b,532.87,11.06,-0.06
HD 19994 b,534.14,11.06,-1.15
16 Cyg B b,534.14,11.06,0.41
WASP-37 b,539.23,12.72,-2.39
HD 100655 b,540.5,11.08,-2.17
ome Ser b,540.5,11.08,-2.13
HD 28678 b,540.5,11.08,-1.93
HD 50499 b,543.68,11.09,2.79
XO-4 b,546.86,15.01,-2.4
HAT-P-49 b,550.04,15.83,-2.55
HAT-P-7 b,553.53,16.03,-2.5
WASP-77A b,559.57,13.55,-2.39
TrES-5b,565.3,13.54,-2.34
HD 45350 b,569.11,11.14,-0.1
alf Ari b,572.29,11.15,-2.1
HD 98219 b,572.29,11.15,-1.74
HD 158038 b,572.29,11.15,-1.61
ups And c,572.29,11.15,-1.6
HD 30856 b,572.29,11.15,-1.26
HD 9446 c,578.65,11.16,-1.2
HD 4203 b,578.65,11.16,-0.85
HD 216437 b,578.65,11.16,1.74
HAT-P-36 b,582.47,14.16,-2.41
Pr0211 b,586.28,11.17,-2.34
HD 200964 b,588.19,11.18,-1.55
gamma Cephei b,588.19,11.18,-1.3
HATS-1 b,589.78,14.58,-2.41
HD 73256 b,594.55,11.19,-2.37
WASP-73 b,597.73,12.99,-2.46
HD 74156 b,597.73,11.19,-2.2
HD 68988 b,604.09,11.21,-2.35
HD 210702 b,604.09,11.21,-1.83
HD 20782 b,604.09,11.21,-1.29
HD 159243 c,604.09,11.21,-1.16
HD 142245 b,604.09,11.21,-1.09
HD 190647 b,604.09,11.21,0.36
TrES-3b,607.27,14.62,-2.42
HD 5319 b,616.8,11.23,-1.13
HAT-P-15 b,618.71,12.01,-2.27
Kepler-76 b,623.16,14,-2.49
HD 171028 b,629.52,11.25,-1.23
24 Sex b,632.7,11.25,-1.77
HD 20868 b,632.7,11.25,0.11
HAT-P-46 c,635.88,11.26,-2.01
HD 136418 b,635.88,11.26,-1.5
WASP-100 b,645.42,18.93,-2.56
WASP-43 b,646.69,11.6,-2.27
WASP-3 b,654.96,16.28,-2.51
WASP-61 b,654.96,13.89,-2.46
Kepler-117 c,656.11,11.29,-2.17
Kepler-48 e,657.23,11.29,2.34
HAT-P-23 b,664.49,15.32,-2.46
HD 116029 b,667.67,11.31,-1.48
HD 159868 b,667.67,11.31,-0.02
HIP 79431 b,667.67,11.31,2.07
WASP-46 b,667.99,14.67,-2.4
HD 8574 b,670.85,11.31,-1.5
Kepler-90 h,671.8,11.31,-0.89
Kepler-5 b,672.13,16.03,-2.49
HD 147018 b,674.03,11.32,-1.95
HD 118203 b,677.21,11.32,-2.4
HAT-P-22 b,682.62,12.1,-2.33
HAT-P-31 b,690.25,11.98,-2.44
HD 128311 b,693.11,11.34,1.2
HAT-P-14 b,699.47,13.44,-2.5
Kepler-40 b,699.47,13.1,-2.49
HD 206610 b,699.47,11.35,-1.7
HD 131496 b,699.47,11.35,-1.28
HD 154857 b,712.19,11.36,-0.97
WASP-8 b,713.46,11.63,-2.29
WASP-71 b,717.91,16.8,-2.47
CoRoT-21 b,718.54,14.56,-2.49
HR 810 b,718.54,11.37,-1.57
Gliese 876 b,723.5,11.38,0.35
WASP-36 b,724.59,14.21,-2.44
HD 163607 c,728.08,11.38,0.63
HD 212771 b,731.26,11.39,-1.84
HD 4313 b,731.26,11.39,-1.82
HD 12661 b,731.26,11.39,-1.06
POTS-1 b,734.44,10.54,-2.19
WASP-66 b,737.62,15.57,-2.52
CoRoT-11 b,740.8,16.02,-2.5
HR 228 b,753.52,11.41,-1.66
HR 228 c,753.52,11.41,0.46
6 Lyn b,763.06,11.42,-1.37
CoRoT-17 b,772.59,11.42,-2.42
HD 202206 c,775.77,11.43,2.39
Kepler-17 b,778.95,14.69,-2.43
Qatar-2 b,790.72,12.81,-2.27
HD 43691 b,791.67,11.45,-2.3
HD 192699 b,794.85,11.45,-1.8
HD 73526 c,794.85,11.45,-1.01
HD 23079 b,794.85,11.45,0.09
HD 75898 b,798.03,11.45,-1.12
47 Uma b,804.39,11.46,0.76
HD 41004 A b,807.57,11.46,1.2
HD 102272 c,826.64,11.48,-2.05
HD 108863 b,826.64,11.48,-1.78
7 CMa b,826.64,11.48,-0.27
HD 171238 b,826.64,11.48,2.53
HD 81688 b,858.44,11.5,-2.2
HD 173416 b,858.44,11.5,-2.13
HD 18742 b,858.44,11.5,-1.48
HD 164604 b,858.44,11.5,2.28
WASP-38 b,862.25,12.08,-2.42
HD 153950 b,867.98,11.51,-0.8
CoRoT-10 b,874.34,10.86,-2.11
WASP-99 b,883.87,12.32,-2.45
CoRoT-23 b,890.23,12.1,-2.43
ksi Aql b,890.23,11.52,-2.22
HD 37605 b,894.37,11.53,-1.86
HD 66428 b,896.59,11.53,2.64
HD 113337 b,899.77,11.53,-0.19
HD 196050 b,899.77,11.53,1.16
HD 169830 b,915.67,11.54,-1.77
KOI-206 b,922.03,7.84,-2.38
HD 145457 b,922.03,11.54,-2.16
HD 62509 b,922.03,11.54,-1.87
HD 73526 b,922.03,11.54,-1.55
CoRoT-6 b,941.1,13.06,-2.36
HD 196885 A b,947.46,11.56,-0.17
75 Cet b,953.82,11.56,-1.87
HD 125612 b,953.82,11.56,-0.13
HD 152079 b,953.82,11.56,2.46
HD 32518 b,966.54,11.57,-2.18
WASP-10 b,972.9,12.1,-2.23
HD 73267 b,972.9,11.57,2.15
HD 221287 b,982.43,11.58,-0.52
HD 1502 b,985.61,11.58,-1.71
HD 143361 b,991.97,11.58,2.49
HD 60532 b,1001.51,11.58,-1.99
HD 17156 b,1014.55,12.26,-2.34
HD 89744 c,1017.41,11.59,-2.16
91 Aqr b,1017.41,11.59,-2.13
V391 Peg b,1017.41,11.59,-1.97
Kepler-43 b,1026.95,13.44,-2.44
HD 40979 b,1042.84,11.6,-1.32
HD 181342 b,1049.2,11.6,-1.47
Kepler-56 d,1049.2,11.6,-1.23
CoRoT-2 b,1052.38,16.41,-2.39
HAT-P-34 b,1058.1,12.4,-2.48
GJ 3021 b,1071.46,11.61,-1.4
HD 11506 b,1093.71,11.62,0.71
CoRoT-18 b,1103.25,14.67,-2.38
HD 204313 b,1128.69,11.63,2.81
WASP-32 b,1144.58,13.22,-2.45
HD 183263 b,1166.84,11.64,-0.17
HD 195019 b,1176.38,11.64,-2.28
HD 122430 b,1179.56,11.64,-2.19
SWEEPS-04b,1208.17,9.07,-2.4
HD 92788 b,1227.25,11.65,-0.48
HIP 14810 b,1233.61,11.65,-2.3
42 Dra b,1233.61,11.65,-2.14
HD 80606 b,1252.68,10.32,-1.91
HD 96127 b,1271.76,11.66,-2.17
WTS-1 b,1274.94,16.69,-2.46
Gl 86 b,1274.94,11.66,-2.15
HD 169830 c,1284.48,11.66,0.83
HAT-P-21 b,1291.79,11.47,-2.36
omi UMa b,1303.55,11.66,-1.79
HAT-P-16 b,1333.12,14.44,-2.46
BD+20 274 c,1335.35,11.67,-2.08
CoRoT-20 b,1348.07,9.41,-2.32
OGLE2-TR-L9 b,1379.86,18.08,-2.57
HD 16175 b,1398.94,11.67,-0.61
HD 120084 b,1430.73,11.68,-1.37
HD 213240 b,1430.73,11.68,-0.09
WASP-33 b,1459.34,16.11,-2.6
HD 17092 b,1462.52,11.68,-1.93
HD 82943 c,1519.75,11.68,-1.27
HD 82943 b,1526.11,11.68,-0.46
MOA-2011-BLG-293L b,1526.11,11.68,0.43
HD 2039 b,1557.91,11.68,0.47
HD 47536 b,1589.7,11.68,-2.12
HD 154672 b,1596.06,11.68,-1.63
BD-17 63 b,1621.49,11.68,2.28
HD 13908 c,1631.03,11.68,-0.44
HD 50554 b,1640.57,11.68,1.38
HD 59686 b,1669.19,11.68,-2.18
HD 240237 b,1685.08,11.68,-2.15
81 Cet b,1685.08,11.68,-2.01
14 And b,1694.62,11.68,-2.17
HD 132406 b,1783.64,11.68,0.34
HD 28185 b,1812.26,11.68,-0.33
HD 145377 b,1831.33,11.68,-1.79
tau Boo b,1875.85,11.68,-2.48
HD 102272 b,1875.85,11.68,-2.23
HD 102329 b,1875.85,11.68,-1.57
HD 66141 b,1907.64,11.68,-2.14
HD 1690 b,1939.43,11.68,-2.12
HD 70573 b,1939.43,11.68,1.78
HD 178911 B b,2000.48,11.68,-1.9
HD 104985 b,2003.02,11.68,-2.18
HD 10697 b,2028.46,11.68,0.08
Kepler-13 b,2066.61,15.75,-2.61
HD 11977 b,2079.33,11.68,-2.04
HD 147018 c,2085.69,11.68,1.69
HD 233604 b,2090.46,11.68,-2.19
70 Vir b,2098.4,11.68,-1.94
eps CrB b,2130.2,11.68,-2.14
HD 111232 b,2161.99,11.68,2.12
HD 81040 b,2181.07,11.67,1.7
HD 240210 b,2193.79,11.67,-1.6
HD 196067 b,2193.79,11.67,0.88
HD 47536 c,2225.58,11.67,-1.88
HD 86264 b,2225.58,11.67,-0.22
4 Uma b,2257.37,11.67,-2.19
HD 89744 b,2289.17,11.67,-1.9
HAT-P-20 b,2303.79,9.71,-2.2
WASP-14 b,2334,14.35,-2.51
HD 60532 c,2371.83,11.66,-1.43
HD 106252 b,2403.63,11.66,2.13
CoRoT-14 b,2416.34,12.21,-2.47
HD 5891 b,2416.34,11.66,-2.16
eps Tau b,2416.34,11.66,-2.03
HD 168443 b,2435.1,11.66,-2.09
HD 30177 b,2448.14,11.66,2.62
HD 222582 b,2464.04,11.66,-0.49
HD 175167 b,2479.93,11.65,2.35
HD 74156 c,2553.06,11.65,1.23
HD 23596 b,2575.31,11.65,0.1
Kepler-14 b,2670.7,12.72,-2.48
HAT-P-2 b,2778.8,10.65,-2.47
gamma 1 Leo b,2791.51,11.62,-2.2
HIP 75458 b,2804.23,11.62,-2.09
HD 33564 b,2893.25,11.61,-0.81
HIP 63242 b,2918.69,11.61,-2.29
SWEEPS-11b,3084.02,12.66,-2.42
HD 141937 b,3084.02,11.58,0.11
HD 156279 b,3087.2,11.58,-1.55
HD 139357 b,3103.09,11.58,-1.82
30 Ari B b,3141.25,11.58,-1.07
Kepler-75 b,3147.61,11.54,-2.24
HD 208527 b,3147.61,11.57,-2.14
ups And d,3239.81,11.56,0.22
18 Del b,3274.78,11.55,-1.65
HD 39091 b,3274.78,11.55,0.18
CoRoT-27 b,3303.4,11.28,-2.41
WASP-18 b,3316.11,13.05,-2.52
11 UMi b,3338.37,11.54,-2.12
NGC 2423 3 b,3370.16,11.54,-1.75
HD 38801 b,3401.96,11.53,-0.9
HD 114762 b,3490.98,11.52,-1.97
HD 106270 b,3497.34,11.52,0.89
HD 110014 b,3525.95,11.51,-2.05
HD 220074 b,3529.13,11.51,-2.16
XO-3 b,3748.51,13.63,-2.49
BD20 2457 c,3964.71,11.44,-2.14
HD 217786 b,4133.22,11.4,0.89
kappa And b,4133.22,11.4,1.97
HD 22781 b,4339.88,11.36,0.46
HD 13189 b,4451.16,11.34,-1.82
HD 8673 b,4514.75,11.33,0.25
HD 162020 b,4578.34,11.32,-2.11
HAT-P-13 c,4610.13,11.31,-1.13
HD 168443 c,5466.34,11.13,1.36
HD 202206 b,5532.16,11.12,-0.94
HD 38529 c,5627.54,11.1,0.47
Kepler-39 b,5722.92,13.66,-2.33
HD 41004 B b,5850.1,11.05,-2.25
11 Com b,6168.04,10.98,-2.18
NGC 4349 No 127 b,6295.21,10.95,-2.12
tau Gem b,6549.56,10.9,-2.19
BD20 2457 b,6810.27,10.85,-2.18
CoRoT-3 b,6921.55,11.31,-2.52
HD 180314 b,6994.68,10.81,-2.01
nu Oph b,7630.56,10.68,-2.07
nu Oph c,8584.38,10.48,-1.4
KELT-1 b,8705.2,12.5,-2.53
