l_id,v_id_1,v_id_2,voltage,cables,wires,frequency,wkt_srid_4326
38096,2656,15532,500000,3,3,60,"SRID=4326;LINESTRING(-112.852132167522 33.3458527627282,-112.843245680441 33.3463659289826)"
39513,3866,16977,,,,,"SRID=4326;LINESTRING(-93.2818517129798 38.7025366573537,-93.5648862986621 38.7562727872986)"
30598,28728,7152,230000,6,,,"SRID=4326;LINESTRING(-89.6985721016854 20.9340908930937,-89.6962253581374 20.9929794023375)"
32049,8555,8557,345000,3,,60,"SRID=4326;LINESTRING(-96.9433159439615 32.9078388808142,-96.9338926364363 32.8874810319422)"
40214,170,749,,,,,"SRID=4326;LINESTRING(-79.3493874437821 43.6527291412564,-79.3391210506204 43.6489012154205)"
13382,22551,22555,,,,,"SRID=4326;LINESTRING(-115.926809115262 49.6396789960094,-115.584081442614 49.505453107397)"
38411,15807,15811,500000,6;3,,60,"SRID=4326;LINESTRING(-113.230077091266 53.8580307203086,-113.207111209183 53.8513700102954)"
13069,18631,18677,,,,,"SRID=4326;LINESTRING(-83.0108389299097 37.0125949766194,-83.1256738964453 37.0478109928541)"
33608,10213,10215,230000,3,,60,"SRID=4326;LINESTRING(-90.8648880758664 30.1219214401168,-90.8286142356578 30.0587891512952)"
37363,813,407,345000,3,,60,"SRID=4326;LINESTRING(-112.069774700388 41.6370275418135,-112.047483977627 41.3398870045286)"
3102,7301,30945,230000,3,,,"SRID=4326;LINESTRING(-72.0989812608217 42.3913094991464,-72.5625273663668 42.6241960094545)"
14171,7820,22924,,3,,,"SRID=4326;LINESTRING(-119.004478503881 35.3874884327454,-119.012651563445 35.4010797771622)"
23049,27053,27054,,,,,"SRID=4326;LINESTRING(-96.5921895921008 46.2538359696833,-96.574068686358 46.2610791947451)"
4671,8619,29612,161000,3,,60,"SRID=4326;LINESTRING(-108.49609904708 45.7995563989524,-108.591343161142 45.8570643816334)"
26350,1402,19806,230000,3,1,,"SRID=4326;LINESTRING(-77.17216824447 39.3980268537951,-77.2280720899549 39.4135542685255)"
39490,30637,576,220000,3,,,"SRID=4326;LINESTRING(-118.095516784195 34.0545328293131,-118.082662178535 34.0921443695648)"
14564,23107,23108,345000,3,,60,"SRID=4326;LINESTRING(-97.1930883163343 33.051829010093,-97.1905915388336 33.0540272887722)"
36127,13004,13485,,,,,"SRID=4326;LINESTRING(-108.3380854652 44.7921393496538,-108.646568168912 44.7847844684761)"
35823,9049,13155,69000,,,,"SRID=4326;LINESTRING(-88.1778314394271 45.2842287762989,-88.1610000201277 45.2881617232248)"
38531,15959,15960,,,,,"SRID=4326;LINESTRING(-91.7994743923068 37.9825582934193,-91.782092975969 38.0645780441529)"
1891,7858,30432,,6;3;3,,,"SRID=4326;LINESTRING(-119.096944334911 35.3791522294702,-119.095543972648 35.3766673308111)"
40350,22741,878,230000,3,,,"SRID=4326;LINESTRING(-81.9528165731715 28.8181026024294,-81.9551678936894 28.8168903073324)"
32565,30749,9101,345000,6,,60,"SRID=4326;LINESTRING(-87.9894952848347 41.5193695117072,-88.5850554472708 41.1451924246191)"
33126,9709,9712,230000,3,,60,"SRID=4326;LINESTRING(-104.200425482161 32.4453464142604,-103.965242646946 32.5058831014809)"
6314,28703,28702,100000,6,,,"SRID=4326;LINESTRING(-80.3030733107804 35.9363127097736,-80.3568385899623 35.8149840510406)"
6923,27044,28921,,,,,"SRID=4326;LINESTRING(-88.9478614161816 40.4525282864062,-88.9038253667743 40.4529092356022)"
6947,9238,28931,345000,3;6,,60,"SRID=4326;LINESTRING(-86.9357414802182 40.6476486290748,-86.9345541266076 40.6531108494564)"
36063,13421,13422,240000,6,,,"SRID=4326;LINESTRING(-112.767703088768 50.5217885200277,-113.375351050719 50.6019353864006)"
9081,18301,18304,,,,,"SRID=4326;LINESTRING(-81.6503839105705 34.2543020047951,-81.6305438988684 34.2577659941142)"
27573,20994,3675,230000,3;6,,,"SRID=4326;LINESTRING(-71.2814469726219 46.8206041783124,-71.2628453632183 46.8313565202131)"
31675,8225,8235,,3;6,,,"SRID=4326;LINESTRING(-84.9058388089338 33.4615804335336,-84.6235412558025 33.5177705868959)"
16165,23822,23824,230000,3,,60,"SRID=4326;LINESTRING(-81.0431589806116 34.0967878084144,-81.0731045901023 34.1571467933255)"
6825,16074,28886,,,,,"SRID=4326;LINESTRING(-84.7027205509056 45.0301764587709,-84.7323694876439 45.0296232288805)"
9648,3537,20905,230000,,,,"SRID=4326;LINESTRING(-80.4087546234164 26.0348235588873,-80.3965332236391 26.0350611061104)"
41133,177,1669,345000,6,,60,"SRID=4326;LINESTRING(-87.9775431254683 41.9960639692275,-87.9957326320361 41.9802210255899)"
13007,18637,18653,,,,,"SRID=4326;LINESTRING(-87.1091019272425 37.4558289675028,-87.125852902177 37.3655540093496)"
34856,6175,11901,,,,,"SRID=4326;LINESTRING(-76.2339683973225 43.0621646283572,-76.2252861444112 43.0631376820685)"
20194,158,19088,,,,,"SRID=4326;LINESTRING(-79.3630228949967 43.6775525669707,-79.3587634748128 43.6950614943305)"
37085,117,344,230000,3,1,,"SRID=4326;LINESTRING(-121.376844085035 38.0587529461565,-121.353290140715 38.3729863144329)"
25405,19373,19371,230000,3,1,,"SRID=4326;LINESTRING(-122.126166074966 47.9341673662849,-122.130179208666 47.9289577916791)"
89,23412,29672,345000,3,,60,"SRID=4326;LINESTRING(-88.5267700182066 44.7616258144252,-88.526711429267 44.760903001759)"
5814,5332,28548,115000,3,,60,"SRID=4326;LINESTRING(-73.4970332661981 42.5961262573683,-73.376914162134 42.5566863249442)"
9652,3540,20907,230000,,,,"SRID=4326;LINESTRING(-80.3118944370649 26.0364637877644,-80.2616712161593 26.0363703111913)"
4622,9007,29597,345000,3,,60,"SRID=4326;LINESTRING(-80.5723878965827 41.9084419369816,-80.7692322782673 41.9069649279628)"
26853,1841,20036,,,,,"SRID=4326;LINESTRING(-78.0083763033015 44.0459063060059,-78.0052542292504 44.0366671905403)"
42199,27862,2783,,,,,"SRID=4326;LINESTRING(-104.780121314612 39.5078108116153,-104.782691011674 39.5094808382934)"
8057,11254,29377,,,,,"SRID=4326;LINESTRING(-85.5188818720032 30.2654270894266,-85.6318162889347 30.1939840933554)"
16209,10013,23846,230000;230000;115000;230000,3;6;3,,60,"SRID=4326;LINESTRING(-79.3109295458826 35.3996172504728,-79.2296104406267 35.4648070705554)"
30204,6745,6749,500000,,,,"SRID=4326;LINESTRING(-84.1245464804286 33.6368572186296,-84.1791014603368 33.4933764407594)"
5987,28617,28597,765000,,,,"SRID=4326;LINESTRING(-80.8237070555082 36.8786223675689,-79.7058796307589 36.6349209949832)"
38763,1977,16181,,,,,"SRID=4326;LINESTRING(-76.3769920030758 36.8710901221866,-76.3450211849752 36.8940694317244)"
13581,7174,22634,,,,,"SRID=4326;LINESTRING(-79.1872243633555 43.0729924832607,-79.1955970798665 43.0951105794154)"
5095,20199,28280,230000,9,2,60,"SRID=4326;LINESTRING(-112.013400898106 33.6553751680524,-112.041223686263 33.6544296337147)"
8405,2453,20339,345000,6,,60,"SRID=4326;LINESTRING(-86.1367236461814 41.6686507319161,-86.1901175762453 41.5231196872206)"
41478,29744,2034,345000;115000,3,,60,"SRID=4326;LINESTRING(-71.2468429453638 42.6141767132709,-71.2165802644104 42.5391195961573)"
2827,19254,30835,230000,6,2,60,"SRID=4326;LINESTRING(-122.210055966426 38.1844802197937,-122.158127717287 38.1991044020442)"
32314,8819,8833,,,,,"SRID=4326;LINESTRING(-83.227963003366 30.8817256235488,-83.3522651816331 31.0679647701692)"
35876,7889,13233,,,,,"SRID=4326;LINESTRING(-117.268925303475 46.8232756104751,-117.171790806669 46.7418842776009)"
27231,20227,20238,,,,,"SRID=4326;LINESTRING(-76.3178508045542 45.3769315710421,-76.2479369921164 45.420802706556)"
37090,28517,14453,400000,3,,60,"SRID=4326;LINESTRING(-100.100803270429 25.7209222494561,-99.535353716423 24.9665345237677)"
32922,23782,9480,230000,3,,60,"SRID=4326;LINESTRING(-77.6621614812703 35.2221951901689,-77.1235752108226 35.1413286937236)"
39580,9874,17072,,,,,"SRID=4326;LINESTRING(-78.2799073565679 35.0583645681836,-78.3319819845665 35.0200765498759)"
7027,2444,28972,230000,3,,60,"SRID=4326;LINESTRING(-113.099159973703 46.9318162583323,-113.597142125462 47.1348694688495)"
22879,26985,26986,,3,,60,"SRID=4326;LINESTRING(-81.4002068768674 39.3218910557264,-81.3969253311345 39.3222185778477)"
40232,523,764,230000;0,3,,,"SRID=4326;LINESTRING(-79.2334012333723 43.8250264246245,-79.2966964841742 43.8099671986256)"
28273,2977,4492,138000,6,,60,"SRID=4326;LINESTRING(-88.2401359829831 42.0636716975548,-88.2369085074765 42.0263715607854)"
40331,1644,871,230000,3;6;6,,,"SRID=4326;LINESTRING(-81.4546403046109 28.4179404480626,-81.4736247028182 28.3847963563011)"
32934,9493,9500,230000,3,,60,"SRID=4326;LINESTRING(-123.564828407792 43.1776984848642,-123.35943783932 43.4158654412059)"
34257,30803,11105,,,,,"SRID=4326;LINESTRING(-87.2725661965488 31.0285172810935,-87.2568888446408 30.9873578331291)"
511,10183,29857,,,,,"SRID=4326;LINESTRING(-89.1016684087901 31.6907966671281,-89.0091546155205 31.6948267967554)"
20187,13087,25710,,3,,,"SRID=4326;LINESTRING(-75.3276129364776 40.7322357488002,-75.3249561262516 40.7314689693807)"
6974,3103,28943,500000,3,,60,"SRID=4326;LINESTRING(-78.2533889946724 39.0581241343737,-79.2218595919868 39.2017962051929)"
11122,4658,21618,345000,,,,"SRID=4326;LINESTRING(-97.5163152082621 46.9591682954502,-96.9088104259623 46.9532782177027)"
37040,6522,14411,230000,3,,60,"SRID=4326;LINESTRING(-81.3275743726442 28.7925151121616,-81.3300781286177 28.8102632255278)"
18312,9562,19023,,,,,"SRID=4326;LINESTRING(-101.43993118437 35.6316324883692,-101.434562892218 35.6313079607377)"
16275,10090,23883,,,,,"SRID=4326;LINESTRING(-78.3005686599381 48.2245664735429,-78.2907487978432 48.2216921827414)"
13006,6587,18653,,,,,"SRID=4326;LINESTRING(-87.1224505060023 37.3640990710365,-87.125852902177 37.3655540093496)"
25474,3572,19399,230000,,,60,"SRID=4326;LINESTRING(-119.407885660344 48.004254643433,-119.007779730165 47.9588682914517)"
7073,6130,28997,500000,,,,"SRID=4326;LINESTRING(-77.4251901247031 37.0891717887576,-77.7043230776638 37.502741414972)"
36707,3502,14129,,,,,"SRID=4326;LINESTRING(-88.2325088281426 41.7075450400944,-88.2355723105879 41.7043626815276)"
41160,19963,1701,,,,,"SRID=4326;LINESTRING(-86.4101822731409 48.7767893111747,-86.3551307238401 48.7407223021457)"
8713,18250,18251,,,,,"SRID=4326;LINESTRING(-81.6530458882519 33.2172409972427,-81.6756218988147 33.2406699673913)"
3490,29248,31101,500000,3,2,,"SRID=4326;LINESTRING(-118.119337841805 34.4861310920513,-118.311762978296 34.6823820060993)"
37155,19280,358,230000,3;6,,,"SRID=4326;LINESTRING(-79.1000774190755 43.8574375109398,-79.113539417677 43.8520446722016)"
5268,17786,28392,,,,,"SRID=4326;LINESTRING(-67.2207886208922 46.0923150934694,-67.5645780123751 46.1649580868386)"
17816,1918,18992,,,,,"SRID=4326;LINESTRING(-78.3012272259131 36.6008563242692,-78.2921366949572 36.5961575054867)"
1816,30398,30399,,,,,"SRID=4326;LINESTRING(-80.1410538758156 34.2873153759906,-80.2207542120267 34.0001372934344)"
14158,2724,22917,315000,6,,,"SRID=4326;LINESTRING(-74.0601979199078 45.5876489196194,-74.3781052266572 45.5966010881662)"
31342,3250,7892,230000,3,,60,"SRID=4326;LINESTRING(-116.910380080754 46.469068643596,-116.91537658664 46.3568995325743)"
25943,6504,19617,345000,6,,60,"SRID=4326;LINESTRING(-88.0081359847642 43.1302803318562,-88.0146127167878 43.3645120742379)"
36166,19263,211,345000,,,,"SRID=4326;LINESTRING(-83.1821791854578 39.8421584735694,-84.0015552840774 39.7086325213926)"
1209,4058,30149,161000;500000,,,,"SRID=4326;LINESTRING(-84.0034795520272 35.7504308474745,-84.0288442326951 35.7582262312442)"
41063,5589,1583,,,,,"SRID=4326;LINESTRING(-80.5121671768034 43.4151238616207,-80.4560622705261 43.4121520981709)"
38473,8055,15887,,3,,,"SRID=4326;LINESTRING(-119.857311548335 39.4783586607287,-119.93539995827 39.5057315660051)"
33521,10123,10126,230000,3,,60,"SRID=4326;LINESTRING(-76.2263051048352 36.3140147528989,-76.3013934955672 36.2721186080666)"
1412,424,30235,230000,,,,"SRID=4326;LINESTRING(-111.903673092937 40.9189428379471,-112.005991610591 40.785147702607)"
30312,7538,6877,500000,3,,60,"SRID=4326;LINESTRING(-123.960371402946 49.6688999281486,-123.155735050508 49.792029765456)"
37178,21398,33,400000,3,,60,"SRID=4326;LINESTRING(-97.0424650977001 18.8994415764893,-98.1379225661172 19.082051029916)"
33179,23739,9776,230000,6;3;3,,60,"SRID=4326;LINESTRING(-75.7590669873023 40.4383085794277,-75.7638628478007 40.4769420063816)"
5026,24885,28234,,,,,"SRID=4326;LINESTRING(-61.172695917609 45.8744428015629,-61.1315322622661 45.9779335229096)"
14788,8631,23215,230000,3,,60,"SRID=4326;LINESTRING(-113.204758212636 35.2393290337025,-113.204686440782 35.2629292187647)"
23229,13094,27134,,,,,"SRID=4326;LINESTRING(-110.290572145397 31.5406375891212,-110.300437528968 31.5402145130088)"
27322,3419,3420,500000,,,,"SRID=4326;LINESTRING(-123.238204416572 43.2061660425905,-123.225035988394 43.2181507688315)"
17822,10896,24588,,,,,"SRID=4326;LINESTRING(-84.97163005862 42.2649360981231,-84.9952338316994 42.2633202012693)"
25334,19337,19338,230000,6,,,"SRID=4326;LINESTRING(-79.2706434166802 43.7444371146794,-79.2696601207702 43.7450801764874)"
26098,19982,19691,,,,,"SRID=4326;LINESTRING(-76.6454459070841 44.2753889890542,-76.6442229406563 44.274851603728)"
42351,25669,2912,,,,,"SRID=4326;LINESTRING(-75.254088302982 40.7034967937165,-75.255823719791 40.710343038808)"
20660,192,19117,,,,,"SRID=4326;LINESTRING(-122.363315906922 37.5899566555208,-122.388480515968 37.6062771639158)"
30737,1030,7276,230000,,,,"SRID=4326;LINESTRING(-82.1436728109689 31.4230380282788,-82.371849040041 31.545933459754)"
39483,16687,16963,230000,3,1,60,"SRID=4326;LINESTRING(-80.7131850899926 26.649877737483,-80.9433957027827 26.6900859910557)"
16197,23840,23838,230000;115000;230000,6;3,,60,"SRID=4326;LINESTRING(-80.8655766914803 32.6961902998018,-80.8919947066818 32.6762673236855)"
3843,9708,31238,,,,,"SRID=4326;LINESTRING(-103.353104817646 32.7133503657817,-103.302123586237 32.7134836044045)"
41460,29448,2011,115000,,,,"SRID=4326;LINESTRING(-71.3414183249983 42.9037509716039,-71.2371582913288 42.9364175648555)"
15485,9334,23548,230000,3,,60,"SRID=4326;LINESTRING(-86.0380892189023 40.7284870398121,-86.2166671946359 40.7098206053228)"
42617,3199,3207,,,,,"SRID=4326;LINESTRING(-98.2178858701019 26.0161777679274,-98.2186919566889 26.0376205399727)"
35440,124,129,230000,6,1,60,"SRID=4326;LINESTRING(-121.734150012775 36.7979237277268,-121.777186443726 36.8054754968692)"
41848,6131,2416,230000;115000,6;3;6,,60,"SRID=4326;LINESTRING(-77.8101384744512 36.4968947465759,-77.6707634596537 36.4746415111051)"
37141,19108,354,230000,3;6,,60,"SRID=4326;LINESTRING(-121.034359338034 38.2173892220091,-121.123777688015 38.3442192444842)"
29693,6124,6126,500000,3,3,60,"SRID=4326;LINESTRING(-77.3876678889147 38.4511213732317,-77.3892720023106 38.4461047774879)"
14267,22936,22967,220000,3,,60,"SRID=4326;LINESTRING(-118.945802173936 35.4567331705664,-119.08348210663 35.8381608937613)"
23246,19534,27144,,,,,"SRID=4326;LINESTRING(-100.741475011109 46.8322994861296,-100.743506012135 46.8323029891778)"
40763,18162,1294,230000,,,,"SRID=4326;LINESTRING(-97.6205428407928 46.8119410158865,-98.6839510917327 46.8760139022)"
16103,29016,23792,230000,3,,60,"SRID=4326;LINESTRING(-79.5303889175821 35.2198154339775,-79.7106476751524 34.9185772839078)"
2777,2052,30815,230000,,,,"SRID=4326;LINESTRING(-76.4203607936918 36.8282874459284,-76.4189272720686 36.8634389179099)"
2311,30618,30619,230000,6,,,"SRID=4326;LINESTRING(-116.890799540883 32.822376856451,-116.886431832657 32.8335476349)"
7754,21322,29266,400000,3,,60,"SRID=4326;LINESTRING(-98.2400990344883 19.1256663254931,-98.2424050029946 19.1226323667391)"
1671,4617,30341,,,,,"SRID=4326;LINESTRING(-100.409632469875 25.6695864910713,-100.408337966324 25.6670124688837)"
18174,11645,24740,,,,,"SRID=4326;LINESTRING(-82.4297111642234 42.9051348354245,-82.4264432455923 42.9004075147357)"
41563,3005,2122,500000,,,,"SRID=4326;LINESTRING(-77.5502727999553 38.0467587106714,-77.7971986366111 38.0611888152336)"
3418,14121,31072,,,,,"SRID=4326;LINESTRING(-82.6196961603007 38.3604841402025,-82.6007672281688 38.3482758230823)"
3502,27843,31106,,,,,"SRID=4326;LINESTRING(-119.527081692364 39.5576852609133,-119.518771321825 39.5599168218126)"
30749,6931,7288,,,,,"SRID=4326;LINESTRING(-97.3700343415005 35.3285099968944,-97.4418118691502 35.3628667706123)"
32020,8524,8525,345000,3,,60,"SRID=4326;LINESTRING(-94.5746480761771 32.2570087739959,-95.2534609049089 32.4198921898959)"
13419,12326,22568,,,,,"SRID=4326;LINESTRING(-92.1698165512986 44.1303545478502,-91.9083704667666 44.2972068624337)"
39637,3730,17164,,,,,"SRID=4326;LINESTRING(-94.891946017074 39.4832644848711,-94.8082189665361 39.4428497698423)"
35359,4629,12570,,,,,"SRID=4326;LINESTRING(-96.7776621403976 46.846847119686,-96.7513042837902 46.846298290443)"
5088,16938,28277,115000,3,,60,"SRID=4326;LINESTRING(-86.8469886759055 21.0674595177274,-87.9244630449689 20.6613964808841)"
19052,3100,25120,230000,3,,60,"SRID=4326;LINESTRING(-77.7674933047564 38.6974286418916,-77.7773115768076 38.5447885007342)"
39399,14171,16863,,,,,"SRID=4326;LINESTRING(-95.0104215982878 16.6133317142488,-95.0160435578744 16.5961432389882)"
4057,30187,31313,230000,6;3,,60,"SRID=4326;LINESTRING(-81.5722877151211 49.8806486484746,-81.5671904506777 49.8818628177034)"
28023,2248,4167,230000,3,,60,"SRID=4326;LINESTRING(-82.6545813399733 28.0585404929529,-82.6510412995667 28.059525559286)"
34129,2620,10918,,,,,"SRID=4326;LINESTRING(-94.6898445429912 39.2126981676966,-94.7944247252477 39.1774293266976)"
14738,23159,23188,345000,6,,60,"SRID=4326;LINESTRING(-97.4804861455196 32.4020234096167,-97.4613079226874 32.4113238724859)"
33235,9842,9845,230000,3,,60,"SRID=4326;LINESTRING(-79.3689820663029 34.195258533088,-79.6690971823044 34.5854151073036)"
36388,13633,13774,,,,,"SRID=4326;LINESTRING(-90.3790846542798 33.6414053804597,-90.5076813817721 33.4585573470921)"
2004,23539,30484,345000,3,,60,"SRID=4326;LINESTRING(-86.3793474213504 38.731901170994,-86.0410094217525 38.9711085927822)"
14853,23249,23250,115000,3,,60,"SRID=4326;LINESTRING(-101.920861020374 35.2898742805563,-101.920643807738 35.2898973776319)"
41912,2473,2476,138000,,,,"SRID=4326;LINESTRING(-86.9243457781451 41.7000472359341,-86.9285634621742 41.6510070459637)"
11008,21559,21560,,,,,"SRID=4326;LINESTRING(-82.2460187767336 34.6889242686965,-82.2566288683858 34.685628154633)"
9495,3416,20840,230000,6,,,"SRID=4326;LINESTRING(-123.173398483348 46.1782014676759,-123.16361773035 46.1714513037523)"
9520,18333,18332,,,,,"SRID=4326;LINESTRING(-94.3664559111939 33.8247750201522,-94.1396241154314 33.6836029228381)"
15061,7141,18765,,,,,"SRID=4326;LINESTRING(-82.4746270212965 42.7642814921224,-82.4915304100086 42.7693110170037)"
23886,3516,27435,230000,3,,60,"SRID=4326;LINESTRING(-80.4160920132111 27.3720327890208,-80.4810580443416 27.2921834745602)"
11930,10668,21960,345000,3,,,"SRID=4326;LINESTRING(-72.6689241072213 41.828858949392,-72.6392813367828 41.8195622605981)"
42648,3581,3239,500000,3,,60,"SRID=4326;LINESTRING(-80.3318578738836 39.3801848713429,-80.5700606409073 40.4542505065349)"
30568,7127,7129,230000,3,,,"SRID=4326;LINESTRING(-84.9156610707994 32.6104157311701,-84.6931751909425 32.5888511249749)"
1135,3929,30117,230000,6,,60,"SRID=4326;LINESTRING(-109.076318944402 25.7848472652369,-108.909117700644 25.8028383543148)"
9099,18306,18307,,,,,"SRID=4326;LINESTRING(-80.8372308916791 33.5755549956734,-80.9054248795055 33.5393359546331)"
8755,2837,20493,,,,,"SRID=4326;LINESTRING(-99.8967645231001 49.8450157971643,-99.8948968483059 49.8811860671685)"
16064,9851,23776,230000,3,,60,"SRID=4326;LINESTRING(-79.034545150898 34.5646188636491,-79.0997274354408 34.5830705627354)"
33504,7233,10107,230000,,,,"SRID=4326;LINESTRING(-86.5579690040142 33.7402365742702,-86.491788366564 33.9047118380301)"
19859,22420,25526,,,,,"SRID=4326;LINESTRING(-123.719579759632 48.7354439603686,-123.719435490197 48.7351704153078)"
21378,21456,26241,,,,,"SRID=4326;LINESTRING(-67.9577400695145 48.6772195175645,-67.9529760340683 48.6817231638974)"
7287,2793,29087,500000,3,,,"SRID=4326;LINESTRING(-120.95589801516 43.0139691839401,-120.920485620764 43.2434956527749)"
